"state","race","sex","age","edu","total"
"06","black","female","30-39","4-year college",33525
"06","black","female","30-39","post-grad",20372
"06","black","female","40-49","no hs",9116
"06","black","female","40-49","hs",25857
"06","black","female","40-49","some college",48467
"06","black","female","40-49","4-year college",24504
"06","black","female","40-49","post-grad",21649
"06","black","female","50-59","no hs",10753
"06","black","female","50-59","hs",28470
"06","black","female","50-59","some college",61357
"06","black","female","50-59","4-year college",24996
"06","black","female","50-59","post-grad",17795
"06","black","female","60-69","no hs",9998
"06","black","female","60-69","hs",26493
"06","black","female","60-69","some college",56732
"06","black","female","60-69","4-year college",21012
"06","black","female","60-69","post-grad",14058
"06","black","female","70+","no hs",14262
"06","black","female","70+","hs",30186
"06","black","female","70+","some college",43634
"06","black","female","70+","4-year college",13591
"06","black","female","70+","post-grad",11222
"06","black","male","18-29","no hs",22167
"06","black","male","18-29","hs",74194
"06","black","male","18-29","some college",82703
"06","black","male","18-29","4-year college",27056
"06","black","male","18-29","post-grad",3751
"06","black","male","30-39","no hs",15526
"06","black","male","30-39","hs",41336
"06","black","male","30-39","some college",62066
"06","black","male","30-39","4-year college",29663
"06","black","male","30-39","post-grad",12936
"06","black","male","40-49","no hs",13727
"06","black","male","40-49","hs",32606
"06","black","male","40-49","some college",46646
"06","black","male","40-49","4-year college",25254
"06","black","male","40-49","post-grad",15242
"06","black","male","50-59","no hs",16343
"06","black","male","50-59","hs",40159
"06","black","male","50-59","some college",51257
"06","black","male","50-59","4-year college",22326
"06","black","male","50-59","post-grad",13684
"06","black","male","60-69","no hs",11697
"06","black","male","60-69","hs",30093
"06","black","male","60-69","some college",48971
"06","black","male","60-69","4-year college",16228
"06","black","male","60-69","post-grad",11308
"06","black","male","70+","no hs",9780
"06","black","male","70+","hs",18894
"06","black","male","70+","some college",29448
"06","black","male","70+","4-year college",10045
"06","black","male","70+","post-grad",8819
"06","other","female","18-29","no hs",91397
"06","other","female","18-29","hs",365953
"06","other","female","18-29","some college",572701
"06","other","female","18-29","4-year college",279800
"06","other","female","18-29","post-grad",52210
"06","other","female","30-39","no hs",71210
"06","other","female","30-39","hs",184930
"06","other","female","30-39","some college",295621
"06","other","female","30-39","4-year college",262690
"06","other","female","30-39","post-grad",150425
"06","other","female","40-49","no hs",101685
"06","other","female","40-49","hs",159862
"06","other","female","40-49","some college",232075
"06","other","female","40-49","4-year college",219575
"06","other","female","40-49","post-grad",144686
"06","other","female","50-59","no hs",148207
"06","other","female","50-59","hs",165044
"06","other","female","50-59","some college",211478
"06","other","female","50-59","4-year college",168895
"06","other","female","50-59","post-grad",94894
"06","other","female","60-69","no hs",160816
"06","other","female","60-69","hs",137232
"06","other","female","60-69","some college",176723
"06","other","female","60-69","4-year college",127390
"06","other","female","60-69","post-grad",58026
"06","other","female","70+","no hs",212551
"06","other","female","70+","hs",136009
"06","other","female","70+","some college",121853
"06","other","female","70+","4-year college",103642
"06","other","female","70+","post-grad",43898
"06","other","male","18-29","no hs",133846
"06","other","male","18-29","hs",480737
"06","other","male","18-29","some college",555689
"06","other","male","18-29","4-year college",227403
"06","other","male","18-29","post-grad",34932
"06","other","male","30-39","no hs",102801
"06","other","male","30-39","hs",243561
"06","other","male","30-39","some college",301701
"06","other","male","30-39","4-year college",246381
"06","other","male","30-39","post-grad",105814
"06","other","male","40-49","no hs",108733
"06","other","male","40-49","hs",178350
"06","other","male","40-49","some college",222342
"06","other","male","40-49","4-year college",182833
"06","other","male","40-49","post-grad",123582
"06","other","male","50-59","no hs",156343
"06","other","male","50-59","hs",168140
"06","other","male","50-59","some college",187492
"06","other","male","50-59","4-year college",136954
"06","other","male","50-59","post-grad",99454
"06","other","male","60-69","no hs",139641
"06","other","male","60-69","hs",116191
"06","other","male","60-69","some college",148804
"06","other","male","60-69","4-year college",101856
"06","other","male","60-69","post-grad",69834
"06","other","male","70+","no hs",126760
"06","other","male","70+","hs",82951
"06","other","male","70+","some college",98973
"06","other","male","70+","4-year college",84871
"06","other","male","70+","post-grad",58734
"08","white","female","18-29","no hs",22013
"08","white","female","18-29","hs",76122
"08","white","female","18-29","some college",118884
"08","white","female","18-29","4-year college",95373
"08","white","female","18-29","post-grad",22504
"08","white","female","30-39","no hs",9355
"08","white","female","30-39","hs",40448
"08","white","female","30-39","some college",79598
"08","white","female","30-39","4-year college",110746
"08","white","female","30-39","post-grad",66107
"08","white","female","40-49","no hs",9436
"08","white","female","40-49","hs",31066
"08","white","female","40-49","some college",70841
"08","white","female","40-49","4-year college",87878
"08","white","female","40-49","post-grad",60684
"08","white","female","50-59","no hs",9704
"08","white","female","50-59","hs",48799
"08","white","female","50-59","some college",82771
"08","white","female","50-59","4-year college",78579
"08","white","female","50-59","post-grad",48862
"08","white","female","60-69","no hs",8855
"08","white","female","60-69","hs",59631
"08","white","female","60-69","some college",90751
"08","white","female","60-69","4-year college",67792
"08","white","female","60-69","post-grad",49034
"08","white","female","70+","no hs",15594
"08","white","female","70+","hs",72666
"08","white","female","70+","some college",81672
"08","white","female","70+","4-year college",53824
"08","white","female","70+","post-grad",40844
"08","white","male","18-29","no hs",31784
"08","white","male","18-29","hs",107322
"08","white","male","18-29","some college",130761
"08","white","male","18-29","4-year college",84061
"08","white","male","18-29","post-grad",13644
"08","white","male","30-39","no hs",14539
"08","white","male","30-39","hs",65405
"08","white","male","30-39","some college",93407
"08","white","male","30-39","4-year college",110694
"08","white","male","30-39","post-grad",49353
"08","white","male","40-49","no hs",14206
"08","white","male","40-49","hs",51742
"08","white","male","40-49","some college",80267
"08","white","male","40-49","4-year college",86571
"08","white","male","40-49","post-grad",49485
"08","white","male","50-59","no hs",14831
"08","white","male","50-59","hs",59566
"08","white","male","50-59","some college",75010
"08","white","male","50-59","4-year college",77414
"08","white","male","50-59","post-grad",48909
"08","white","male","60-69","no hs",11399
"08","white","male","60-69","hs",56010
"08","white","male","60-69","some college",81046
"08","white","male","60-69","4-year college",65025
"08","white","male","60-69","post-grad",50005
"08","white","male","70+","no hs",10258
"08","white","male","70+","hs",41464
"08","white","male","70+","some college",56641
"08","white","male","70+","4-year college",51916
"08","white","male","70+","post-grad",56072
"08","black","female","18-29","no hs",1472
"08","black","female","18-29","hs",5692
"08","black","female","18-29","some college",8551
"08","black","female","18-29","4-year college",2957
"08","black","female","18-29","post-grad",734
"08","black","female","30-39","no hs",1144
"08","black","female","30-39","hs",3059
"08","black","female","30-39","some college",5276
"08","black","female","30-39","4-year college",3461
"08","black","female","30-39","post-grad",1762
"08","black","female","40-49","no hs",1210
"08","black","female","40-49","hs",2925
"08","black","female","40-49","some college",4485
"08","black","female","40-49","4-year college",2115
"08","black","female","40-49","post-grad",1906
"08","black","female","50-59","no hs",942
"08","black","female","50-59","hs",2298
"08","black","female","50-59","some college",4206
"08","black","female","50-59","4-year college",2550
"08","black","female","50-59","post-grad",1472
"08","black","female","60-69","no hs",1018
"08","black","female","60-69","hs",2902
"08","black","female","60-69","some college",3195
"08","black","female","60-69","4-year college",1882
"08","black","female","60-69","post-grad",1343
"08","black","female","70+","no hs",862
"08","black","female","70+","hs",2565
